品种,批发市场,最低价格,最高价格,平均价格,发布时间
西红柿,甘肃定西市安定区马铃薯综合交易...,￥3.50,￥4.00,￥3.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,晋城市绿盛农工商实业有限公司农...,￥2.50,￥2.50,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,重庆双福国际农贸城,￥2.20,￥2.60,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,潜江市四季友农产品市场,￥3.50,￥3.50,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,江苏丰县农林局,￥2.50,￥3.00,￥2.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,湖南长沙马王堆农产品股份有限公司,￥1.30,￥3.00,￥2.15,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,红星实业集团有限公司红星农副产...,￥1.70,￥2.70,￥2.20,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,山西阳泉蔬菜瓜果批发交易市场,￥0.00,￥0.00,￥2.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,浙江省嘉善县浙北果蔬批发交易中心,￥2.00,￥5.00,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,石家庄国际农产品批发交易中心,￥1.00,￥3.40,￥2.20,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,兰州国际高原夏菜副食品采购中心,￥1.89,￥2.10,￥1.94,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,北园春农贸批发市场,￥2.25,￥3.25,￥2.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,北园春农贸批发市场,￥5.50,￥7.50,￥6.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,安徽六安市裕安区紫竹林农产品批...,￥2.50,￥4.00,￥3.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,宁夏四季鲜农产品综合批发市场,￥1.10,￥2.00,￥1.55,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,黑龙江省齐齐哈尔华博农产品市场,￥1.20,￥1.90,￥1.60,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,江苏宜兴蔬菜副食品批发市场,￥3.50,￥4.00,￥3.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,浙江宁波市蔬菜副食品批发交易市场,￥2.35,￥3.05,￥2.70,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,新疆绿珠九鼎农产品经营管理有限...,￥2.50,￥0.00,￥3.25,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,江苏凌家塘农副产品批发市场,￥0.80,￥3.50,￥1.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,河南商丘市农产品中心批发市场,￥1.50,￥1.90,￥1.70,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,河北馆陶金凤禽蛋批发市场,￥3.50,￥3.50,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,新疆乌鲁木齐凌庆蔬菜果品有限公司,￥1.50,￥2.00,￥1.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,南昌深圳农产品中心批发市场有限...,￥3.10,￥3.40,￥3.20,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,浙江省绍兴市蔬菜果品批发交易市场,￥0.00,￥0.00,￥2.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,山西晋城绿欣农产品批发市场,￥3.40,￥3.50,￥3.45,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,哈尔滨哈达农副产品股份有限公司,￥2.80,￥3.00,￥2.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,甘肃陇西清吉洋芋批发市场,￥2.35,￥2.45,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,河北三河市建兴农副产品批发市场,￥0.00,￥0.00,￥2.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,广西新柳邕农产品批发市场有限公司,￥1.30,￥1.60,￥1.45,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,甘肃武威昊天农产品交易市场,￥2.30,￥2.50,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p2.html
西红柿,天津市金钟蔬菜批发市场,￥1.50,￥2.00,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,甘肃邦农农产品批发市场,￥2.30,￥2.50,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,成都市农产品中心批发市场,￥1.40,￥1.80,￥1.60,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,内蒙古呼和浩特市东瓦窑农副产品...,￥1.90,￥2.80,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,内蒙古呼和浩特市东瓦窑农副产品...,￥4.30,￥5.50,￥5.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,广西田阳农副产品综合批发市场,￥0.50,￥1.30,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,广西田阳农副产品综合批发市场,￥0.40,￥1.20,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,新疆兵团农五师三和农副产品综合...,￥3.50,￥0.00,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,安徽舒城蔬菜批发市场,￥0.00,￥0.00,￥3.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,天津西青当城无公害农副产品批发...,￥1.80,￥3.30,￥2.55,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,新疆通汇蔬菜瓜果批发市场,￥1.00,￥4.75,￥2.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,新疆通汇蔬菜瓜果批发市场,￥3.50,￥9.00,￥7.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,浙江杭州农副产品物流中心,￥0.00,￥0.00,￥2.10,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,天津韩家墅农产品批发市场,￥1.80,￥2.30,￥2.05,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,上海农产品中心批发市场,￥3.50,￥4.50,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,合肥周谷堆农产品批发市场,￥3.00,￥3.25,￥3.12,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,南京农副产品物流中心,￥2.00,￥2.30,￥2.15,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,山东滨州市滨城区(六街)鲁北无...,￥0.00,￥0.00,￥2.60,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,甘肃武山县蔬菜事业管理局,￥3.30,￥3.40,￥3.35,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,河北乐亭冀东果菜批发市场,￥3.50,￥6.00,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,甘肃临夏市富临农贸市场,￥1.70,￥1.90,￥1.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,甘肃临夏市富临农贸市场,￥3.90,￥4.10,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,湖北武汉白沙洲农副产品大市场,￥1.70,￥2.10,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,湖北武汉白沙洲农副产品大市场,￥4.00,￥4.75,￥4.37,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,云南昆明呈贡龙城农产品经营股份...,￥2.50,￥3.00,￥2.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p3.html
西红柿,襄阳市洪沟农副产品有限公司,￥0.00,￥0.00,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,呼和浩特市美通首府无公害农产品...,￥0.00,￥0.00,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,安徽省淮北市中瑞农产品批发市场,￥0.00,￥0.00,￥2.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,鄂尔多斯市万家惠农贸市场,￥3.40,￥3.60,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,南宁农产品交易中心,￥1.50,￥5.00,￥2.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,宁夏海吉星国际农产品物流有限公司,￥0.00,￥0.00,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,佛山中南农产品交易中心,￥1.55,￥2.80,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,吴忠市鑫鲜农副产品市场有限公司,￥0.50,￥4.50,￥1.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,吴忠市鑫鲜农副产品市场有限公司,￥2.00,￥7.00,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,海南凤翔蔬菜批发市场,￥0.00,￥0.00,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,新疆克拉玛依农副产品批发市场,￥2.50,￥3.25,￥2.87,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,西安市朱雀农产品交易中心,￥1.20,￥3.50,￥2.35,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,山西长治市紫坊农产品综合交易市场,￥3.00,￥3.20,￥3.10,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,四川南充川北农产品批发市场,￥1.80,￥2.00,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,湖南吉首蔬菜批发市场,￥3.00,￥4.00,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,辽宁鞍山宁远农产品批发市场,￥3.00,￥3.50,￥3.25,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,苏州市南环桥农副产品批发市场,￥0.50,￥2.00,￥1.25,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,平凉新阳光陇东农副产品批发交易...,￥2.30,￥3.50,￥2.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,广州江南果菜批发市场有限责任公司,￥1.00,￥4.00,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,成都龙泉聚和（国际）果蔬交易中心,￥1.50,￥2.50,￥2.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,云南昆明王旗营蔬菜批发市场,￥0.00,￥0.00,￥1.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,绵阳市高水农副产品批发有限公司,￥0.00,￥0.00,￥1.60,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,甘肃天水市瀛池果菜批发市场,￥3.00,￥3.50,￥3.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,浙江嘉兴蔬菜批发交易市场,￥1.80,￥4.50,￥3.10,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,青岛黄河路农产品批发市场,￥3.00,￥3.00,￥3.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p4.html
西红柿,包头市友谊蔬菜批发市场,￥2.50,￥2.50,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,湖北省洪湖农贸市场,￥2.00,￥2.50,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,安徽天长市永福农副产品批发市场,￥3.50,￥5.00,￥4.25,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,安徽天长市永福农副产品批发市场,￥3.00,￥3.50,￥3.25,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,青藏高原农副产品集散中心,￥1.80,￥2.00,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,邵阳市江北农产品批发大市场,￥2.75,￥3.25,￥3.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,广东汕头农副产品批发中心市场,￥1.50,￥3.10,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,湖北四季青农贸城,￥2.20,￥2.20,￥2.20,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,洛阳宏进农副产品批发市场,￥2.50,￥5.00,￥3.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,元谋县蔬菜交易市场有限责任公司,￥0.50,￥0.90,￥0.75,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,元谋县蔬菜交易市场有限责任公司,￥1.25,￥2.50,￥1.90,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,北京顺鑫石门农产品批发市场,￥2.90,￥3.10,￥3.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,江苏联谊农副产品批发市场,￥3.00,￥5.00,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,河南金牛大别山农产品现代物流中心,￥2.50,￥4.50,￥3.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,江西九江浔阳蔬菜批发大市场,￥2.50,￥3.30,￥2.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,安徽亳州市农产品有限责任公司,￥0.00,￥0.00,￥4.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,安徽亳州市农产品有限责任公司,￥0.00,￥0.00,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,上海市江桥批发市场经营管理有限...,￥1.00,￥2.35,￥1.40,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,河北怀来县京西果菜批发市场,￥2.50,￥0.00,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,咸阳新阳光西北农副产品交易中心,￥2.50,￥3.50,￥3.10,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,天津市南开区红旗农贸综合批发市场,￥2.80,￥3.30,￥3.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,天津市南开区红旗农贸综合批发市场,￥3.80,￥8.00,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,中国.寿光农产品物流园,￥0.30,￥3.50,￥1.55,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,蚌埠海吉星农产品物流有限公司,￥1.90,￥2.10,￥2.00,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
西红柿,天津何庄子鲜活农产品中心批发市场,￥1.40,￥3.60,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p5.html
品种,批发市场,最低价格,最高价格,平均价格,发布时间
西红柿,三门峡金河农产品批发交易中心,￥3.10,￥3.50,￥3.30,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,内蒙赤峰西城市场,￥3.50,￥4.00,￥3.80,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
西红柿,周口市黄淮港农产品批发市场有限...,￥1.00,￥4.30,￥2.60,2024-02-29,http://price.cnveg.com/select/st%E8%A5%BF%E7%BA%A2%E6%9F%BFy2024m2d-1cta-1by-1p1.html
