品种,批发市场,最低价格,最高价格,平均价格,发布时间
白菜,河北馆陶金凤禽蛋批发市场,￥0.80,￥0.80,￥0.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p3.html
白菜,新疆乌鲁木齐凌庆蔬菜果品有限公司,￥0.60,￥0.60,￥0.60,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p3.html
白菜,新疆乌鲁木齐凌庆蔬菜果品有限公司,￥1.00,￥1.50,￥1.25,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p3.html
白菜,南昌深圳农产品中心批发市场有限...,￥0.80,￥1.00,￥0.90,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p3.html
白菜,浙江省绍兴市蔬菜果品批发交易市场,￥0.00,￥0.00,￥0.80,2024-02-29大,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p3.html
白菜,山西晋城绿欣农产品批发市场,￥0.50,￥0.60,￥0.55,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,山西晋城绿欣农产品批发市场,￥1.70,￥1.90,￥1.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,哈尔滨哈达农副产品股份有限公司,￥0.90,￥1.00,￥0.95,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,哈尔滨哈达农副产品股份有限公司,￥0.90,￥1.00,￥0.95,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃陇西清吉洋芋批发市场,￥0.60,￥0.70,￥0.65,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃陇西清吉洋芋批发市场,￥1.15,￥1.25,￥1.20,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,河北三河市建兴农副产品批发市场,￥0.00,￥0.00,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,广西新柳邕农产品批发市场有限公司,￥0.80,￥1.40,￥1.10,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,广西新柳邕农产品批发市场有限公司,￥0.80,￥1.20,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃武威昊天农产品交易市场,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃武威昊天农产品交易市场,￥2.25,￥2.50,￥2.35,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,天津市金钟蔬菜批发市场,￥0.90,￥1.40,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,天津市金钟蔬菜批发市场,￥0.40,￥0.60,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,天津市金钟蔬菜批发市场,￥1.00,￥1.50,￥1.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃邦农农产品批发市场,￥0.50,￥0.60,￥0.55,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,甘肃邦农农产品批发市场,￥2.30,￥2.50,￥2.40,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,成都市农产品中心批发市场,￥0.40,￥0.60,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,成都市农产品中心批发市场,￥0.40,￥0.60,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,内蒙古呼和浩特市东瓦窑农副产品...,￥0.50,￥0.65,￥0.60,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,内蒙古呼和浩特市东瓦窑农副产品...,￥1.30,￥2.00,￥1.40,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,内蒙古呼和浩特市东瓦窑农副产品...,￥1.70,￥3.00,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,新疆兵团农五师三和农副产品综合...,￥1.50,￥0.00,￥1.75,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,新疆兵团农五师三和农副产品综合...,￥0.75,￥0.00,￥0.75,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,新疆兵团农五师三和农副产品综合...,￥3.50,￥0.00,￥4.00,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,安徽舒城蔬菜批发市场,￥0.00,￥0.00,￥3.50,2024-02-29大,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p4.html
白菜,天津西青当城无公害农副产品批发...,￥0.80,￥2.10,￥1.45,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,天津西青当城无公害农副产品批发...,￥0.60,￥1.00,￥0.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,天津西青当城无公害农副产品批发...,￥0.80,￥1.10,￥0.95,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,新疆通汇蔬菜瓜果批发市场,￥0.40,￥1.25,￥0.75,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,新疆通汇蔬菜瓜果批发市场,￥1.25,￥5.00,￥2.25,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,浙江杭州农副产品物流中心,￥0.00,￥0.00,￥0.85,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,浙江杭州农副产品物流中心,￥0.00,￥0.00,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,天津韩家墅农产品批发市场,￥0.60,￥0.65,￥0.62,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,天津韩家墅农产品批发市场,￥1.20,￥2.30,￥1.75,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,上海农产品中心批发市场,￥0.60,￥1.00,￥0.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,上海农产品中心批发市场,￥1.50,￥1.90,￥1.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,金乡凯盛国际农产品物流园,￥0.40,￥0.60,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,合肥周谷堆农产品批发市场,￥0.80,￥0.90,￥0.85,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,南京农副产品物流中心,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,山东滨州市滨城区(六街)鲁北无...,￥0.00,￥0.00,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,甘肃武山县蔬菜事业管理局,￥1.20,￥1.30,￥1.25,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,甘肃武山县蔬菜事业管理局,￥1.10,￥1.20,￥1.15,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,甘肃武山县蔬菜事业管理局,￥1.10,￥1.20,￥1.15,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,河北乐亭冀东果菜批发市场,￥0.50,￥0.50,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,河北乐亭冀东果菜批发市场,￥2.50,￥2.50,￥2.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,甘肃临夏市富临农贸市场,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,湖北武汉白沙洲农副产品大市场,￥0.40,￥0.60,￥0.50,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,湖北武汉白沙洲农副产品大市场,￥0.40,￥0.75,￥0.57,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,云南昆明呈贡龙城农产品经营股份...,￥0.75,￥1.25,￥1.00,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
白菜,云南昆明呈贡龙城农产品经营股份...,￥1.00,￥1.50,￥1.25,2024-02-29洋,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p5.html
品种,批发市场,最低价格,最高价格,平均价格,发布时间
白菜,三门峡金河农产品批发交易中心,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,三门峡金河农产品批发交易中心,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,三门峡金河农产品批发交易中心,￥1.60,￥2.00,￥1.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,内蒙赤峰西城市场,￥0.70,￥0.80,￥0.80,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,内蒙赤峰西城市场,￥1.00,￥1.20,￥1.10,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,周口市黄淮港农产品批发市场有限...,￥0.15,￥1.20,￥0.60,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,新疆兵团农二师库尔勒市孔雀农副...,￥0.50,￥1.25,￥0.87,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,新疆兵团农二师库尔勒市孔雀农副...,￥1.75,￥2.50,￥2.12,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,山东滕州蔬菜批发市场,￥0.10,￥0.50,￥0.30,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,贵阳农产品物流园,￥0.50,￥0.70,￥0.60,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,贵阳农产品物流园,￥1.10,￥1.30,￥1.20,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,福建福鼎闽浙边界农贸中心市场,￥1.10,￥1.80,￥1.40,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,福建福鼎闽浙边界农贸中心市场,￥1.50,￥2.20,￥1.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,沈阳盛发菜果批发有限公司,￥0.60,￥0.80,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,沈阳盛发菜果批发有限公司,￥2.20,￥2.40,￥2.30,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
白菜,厦门市同安闽南果蔬批发市场,￥0.60,￥1.00,￥0.70,2024-02-29,http://price.cnveg.com/select/st%E7%99%BD%E8%8F%9Cy2024m2d-1cta-1by-1p1.html
